seed,scenario_index,method,nominal_crossing_0_s,nominal_crossing_1_s,nash_action_0,nash_action_1,nominal_priority_agent,delay_0_s,delay_1_s,both_passed,collision,deadlock,minimum_separation_m,crossing_time_0_s,crossing_time_1_s,crossing_gap_s,completion_time_s,payoff_0,payoff_1,social_payoff,hocbf_intervention_rate,mean_hocbf_correction,maximum_acceleration_mps2
1,2,independent,1.9614358311127496,1.8367074340071519,yield,go,1,0.0,0.0,1,1,0,0.06768302014725534,1.9907720566337728,1.869284811177582,0.12148724545619083,1.9907720566337728,-20.0,-20.0,-40.0,0.0,0.0,2.064250582984234
1,2,fixed_priority,1.9614358311127496,1.8367074340071519,yield,go,1,0.0,0.8,1,0,0,0.4421985881032775,1.9907720566337728,2.669487039300188,0.6787149826664154,2.669487039300188,9.004613971683114,5.665256480349906,14.66987045203302,0.0,0.0,2.0811812714917757
1,2,hocbf_only,1.9614358311127496,1.8367074340071519,yield,go,1,0.0,0.0,1,0,0,0.36017871007213537,2.1127845173399233,1.7516753363689084,0.36110918097101496,2.1127845173399233,5.943607741330038,9.124162331815546,15.067770073145585,0.38636363636363635,1.0573983569495076,2.057830225642844
1,2,nash_game,1.9614358311127496,1.8367074340071519,yield,go,1,0.8,0.0,1,0,0,0.5825337890547941,2.790718866842443,1.869284811177582,0.9214340556648613,2.790718866842443,5.604640566578778,9.065357594411209,14.669998160989987,0.0,0.0,2.064250582984234
1,2,nash_game_hocbf,1.9614358311127496,1.8367074340071519,yield,go,1,0.8,0.0,1,0,0,0.5961972690978343,2.790718866842443,1.869284811177582,0.9214340556648613,2.790718866842443,5.604640566578778,9.065357594411209,14.669998160989987,0.046153846153846156,0.3241597875642224,2.064250582984234
1,3,independent,1.8963422026169612,2.0207756487069006,go,yield,0,0.0,0.0,1,1,0,0.0806480453309445,1.8833902689003585,1.9947992735522655,0.11140900465190695,1.9947992735522655,-20.0,-20.0,-40.0,0.0,0.0,2.069272682879015
1,3,fixed_priority,1.8963422026169612,2.0207756487069006,go,yield,0,0.0,0.8,1,0,0,0.6214966797196649,1.8833902689003585,2.7948583793782125,0.9114681104778539,2.7948583793782125,9.05830486554982,5.602570810310894,14.660875675860714,0.0,0.0,2.069272682879015
1,3,hocbf_only,1.8963422026169612,2.0207756487069006,go,yield,0,0.0,0.0,1,0,0,0.37502061779974916,1.801842496221236,2.0873834633775403,0.2855409671563043,2.0873834633775403,9.099078751889381,5.95630826831123,15.055387020200612,0.3657505285412262,0.9864466282975521,2.069272682879015
1,3,nash_game,1.8963422026169612,2.0207756487069006,go,yield,0,0.0,0.8,1,0,0,0.6214966797196649,1.8833902689003585,2.7948583793782125,0.9114681104778539,2.7948583793782125,9.05830486554982,5.602570810310894,14.660875675860714,0.0,0.0,2.069272682879015
1,3,nash_game_hocbf,1.8963422026169612,2.0207756487069006,go,yield,0,0.0,0.8,1,0,0,0.6214966797196649,1.8833902689003585,2.7948583793782125,0.9114681104778539,2.7948583793782125,9.05830486554982,5.602570810310894,14.660875675860714,0.028933092224231464,0.12602055620446523,2.069272682879015
1,4,independent,1.9596936451129294,2.2923411554120467,go,yield,0,0.0,0.0,1,1,0,0.18503670948251214,1.961278413632719,2.25709194089918,0.2958135272664608,2.25709194089918,-20.0,-20.0,-40.0,0.0,0.0,2.1234552986799287
1,4,fixed_priority,1.9596936451129294,2.2923411554120467,go,yield,0,0.0,0.8,1,0,0,0.5277766320015989,1.961278413632719,3.057485299762899,1.0962068861301801,3.057485299762899,9.01936079318364,5.471257350118551,14.490618143302191,0.0,0.0,2.1234552986799287
1,4,hocbf_only,1.9596936451129294,2.2923411554120467,go,yield,0,0.0,0.0,1,0,0,0.36106735129645706,1.8464767504232025,2.387506270599516,0.5410295201763133,2.387506270599516,9.076761624788398,5.806246864700242,14.88300848948864,0.3274725274725275,0.5640562786242631,2.070446243548436
1,4,nash_game,1.9596936451129294,2.2923411554120467,go,yield,0,0.0,0.8,1,0,0,0.5277766320015989,1.961278413632719,3.057485299762899,1.0962068861301801,3.057485299762899,9.01936079318364,5.471257350118551,14.490618143302191,0.0,0.0,2.1234552986799287
1,4,nash_game_hocbf,1.9596936451129294,2.2923411554120467,go,yield,0,0.0,0.8,1,0,0,0.5277766320015989,1.961278413632719,3.057485299762899,1.0962068861301801,3.057485299762899,9.01936079318364,5.471257350118551,14.490618143302191,0.028037383177570093,0.15304202205301673,2.1234552986799287
1,5,independent,2.114872758605764,2.2682361185228177,go,yield,0,0.0,0.0,1,1,0,0.1234856830910665,2.104571318743565,2.3284773605631335,0.22390604181956864,2.3284773605631335,-20.0,-20.0,-40.0,0.0,0.0,1.7838273728871819
1,5,fixed_priority,2.114872758605764,2.2682361185228177,go,yield,0,0.0,0.8,1,0,0,0.5130654607778589,2.104571318743565,3.1278203227850905,1.0232490040415256,3.1278203227850905,8.947714340628217,5.4360898386074545,14.383804179235671,0.0,0.0,1.7838273728871819
1,5,hocbf_only,2.114872758605764,2.2682361185228177,go,yield,0,0.0,0.0,1,0,0,0.3680042156465061,1.9758902958835214,2.4628474586979663,0.4869571628144449,2.4628474586979663,9.01205485205824,5.768576270651017,14.780631122709256,0.39300411522633744,0.8819512571965273,1.7006428258324833
1,5,nash_game,2.114872758605764,2.2682361185228177,go,yield,0,0.0,0.8,1,0,0,0.5130654607778589,2.104571318743565,3.1278203227850905,1.0232490040415256,3.1278203227850905,8.947714340628217,5.4360898386074545,14.383804179235671,0.0,0.0,1.7838273728871819
1,5,nash_game_hocbf,2.114872758605764,2.2682361185228177,go,yield,0,0.0,0.8,1,0,0,0.5130654607778589,2.104571318743565,3.1278203227850905,1.0232490040415256,3.1278203227850905,8.947714340628217,5.4360898386074545,14.383804179235671,0.045936395759717315,0.30908896931922375,1.7838273728871819
1,6,independent,1.9965807018237491,2.208113525571241,go,yield,0,0.0,0.0,1,1,0,0.11682805727626085,2.0349698100658036,2.2197182720085515,0.18474846194274797,2.2197182720085515,-20.0,-20.0,-40.0,0.0,0.0,2.19691343645212
1,6,fixed_priority,1.9965807018237491,2.208113525571241,go,yield,0,0.0,0.8,1,0,0,0.46198119934133475,2.0349698100658036,3.019624931161244,0.9846551210954404,3.019624931161244,8.982515094967098,5.490187534419378,14.472702629386475,0.0,0.0,2.19691343645212
1,6,hocbf_only,1.9965807018237491,2.208113525571241,go,yield,0,0.0,0.0,1,0,0,0.34962281772178255,1.8810853194897765,2.372235937133514,0.4911506176437377,2.372235937133514,9.059457340255111,5.813882031433243,14.873339371688354,0.3785557986870897,0.9409309520999078,2.099205584361857
1,6,nash_game,1.9965807018237491,2.208113525571241,go,yield,0,0.0,0.8,1,0,0,0.46198119934133475,2.0349698100658036,3.019624931161244,0.9846551210954404,3.019624931161244,8.982515094967098,5.490187534419378,14.472702629386475,0.0,0.0,2.19691343645212
1,6,nash_game_hocbf,1.9965807018237491,2.208113525571241,go,yield,0,0.0,0.8,1,0,0,0.48040883349991187,2.0349698100658036,3.019624931161244,0.9846551210954404,3.019624931161244,8.982515094967098,5.490187534419378,14.472702629386475,0.0931098696461825,0.49947288285185876,2.19691343645212
1,7,independent,1.8573687848539717,2.040690278603946,go,yield,0,0.0,0.0,1,1,0,0.09805132051623784,1.8536846009618786,2.0158528914616527,0.1621682904997741,2.0158528914616527,-20.0,-20.0,-40.0,0.0,0.0,1.9144343059368139
1,7,fixed_priority,1.8573687848539717,2.040690278603946,go,yield,0,0.0,0.8,1,0,0,0.5410077576431193,1.8536846009618786,2.815937887238048,0.9622532862761692,2.815937887238048,9.073157699519061,5.592031056380976,14.665188755900036,0.0,0.0,1.9144343059368139
1,7,hocbf_only,1.8573687848539717,2.040690278603946,go,yield,0,0.0,0.0,1,0,0,0.35829104153232694,1.712821772422944,2.1713851477191395,0.4585633752961955,2.1713851477191395,9.143589113788527,5.9143074261404305,15.057896539928958,0.3706140350877193,0.9356208677102993,1.9045314297157387
1,7,nash_game,1.8573687848539717,2.040690278603946,go,yield,0,0.0,0.8,1,0,0,0.5410077576431193,1.8536846009618786,2.815937887238048,0.9622532862761692,2.815937887238048,9.073157699519061,5.592031056380976,14.665188755900036,0.0,0.0,1.9144343059368139
1,7,nash_game_hocbf,1.8573687848539717,2.040690278603946,go,yield,0,0.0,0.8,1,0,0,0.5520644610910177,1.8536846009618786,2.815937887238048,0.9622532862761692,2.815937887238048,9.073157699519061,5.592031056380976,14.665188755900036,0.04664179104477612,0.29228662963694646,1.9144343059368139
1,8,independent,2.1711872138341515,1.9575000658310082,yield,go,1,0.0,0.0,1,1,0,0.10898180847645762,2.179056001697611,1.9870051242111104,0.19205087748650063,2.179056001697611,-20.0,-20.0,-40.0,0.0,0.0,1.6597937462682608
1,8,fixed_priority,2.1711872138341515,1.9575000658310082,yield,go,1,0.0,0.8,1,0,0,0.3691484499376394,2.179056001697611,2.786956416025795,0.6079004143281841,2.786956416025795,8.910471999151195,5.606521791987102,14.516993791138297,0.0,0.0,1.673704001828212
1,8,hocbf_only,2.1711872138341515,1.9575000658310082,yield,go,1,0.0,0.0,1,0,0,0.3614712994885034,2.3222897220960825,1.8458435908910005,0.47644613120508206,2.3222897220960825,5.838855138951959,9.0770782045545,14.91593334350646,0.37606837606837606,0.8356852690894115,1.6601830182122073
1,8,nash_game,2.1711872138341515,1.9575000658310082,yield,go,1,0.8,0.0,1,0,0,0.5300661717070176,2.9789969434310444,1.9870051242111104,0.991991819219934,2.9789969434310444,5.510501528284478,9.006497437894446,14.516998966178924,0.0,0.0,1.6597937462682608
