method,runs,both_pass_rate,collision_rate,deadlock_rate,mean_minimum_separation_m,minimum_separation_m,mean_crossing_gap_s,mean_completion_time_s,mean_social_payoff,hocbf_intervention_rate,mean_maximum_acceleration_mps2
independent,12,1.0,1.0,0.0,0.098772737725495,0.02596540013014169,0.16567181762262942,2.055730556008608,-40.0,0.0,2.035035470992733
fixed_priority,12,1.0,0.0,0.0,0.49413284852320566,0.3691484499376394,0.8822066547327978,2.813950470223118,14.62715285714328,0.0,2.0379755301970164
hocbf_only,12,1.0,0.0,0.0,0.3622844745396485,0.34962281772178255,0.41657613028447554,2.185315650756,15.022972414386237,0.3789859168978185,2.003527624793182
nash_game,12,1.0,0.0,0.0,0.5429519693356856,0.4494997348780484,0.9655538204488371,2.855612558834816,14.6271643513896,0.0,2.0345451573254008
nash_game_hocbf,12,1.0,0.0,0.0,0.5484210755862647,0.4596415291176496,0.9682140051448384,2.857781436570646,14.626325566001773,0.05603412569425457,2.0334992257134323
