method,ode_steps,seed,num_trajectories,success_rate,ring_pass_rate,collision_free_rate,dynamic_feasibility_rate,endpoint_feasibility_rate,minimum_barrier,mean_minimum_barrier,mean_crossing_clearance,mean_maximum_speed,maximum_speed,mean_maximum_acceleration,maximum_acceleration,mean_path_length,mean_start_position_error,mean_goal_position_error,trajectory_rmse_to_expert,ode_ms_per_trajectory,end_to_end_ms_per_trajectory,mean_residual_scale,cbf_intervention_rate
raw_velocity,32,403,128,0.53125,1.0,1.0,0.828125,0.625,0.07168641078885998,0.2880994372964577,0.37988680296699745,1.210641370775352,1.6787365129365361,2.2583066262058735,4.270554638913615,3.553001876958432,0.0,0.13951696862992677,0.17365918517850756,10.953114062431268,10.982569530824549,1.0,0.0
raw_velocity,64,401,128,0.5546875,1.0,1.0,0.84375,0.6015625,0.08981976229682173,0.28101694650072506,0.37371837250757867,1.2065490329696629,1.6357692576633072,2.2690306903645294,3.976604072348398,3.5398049543202466,0.0,0.14068796262063804,0.16788253882422813,22.78303749881161,22.82161953007744,1.0,0.0
raw_velocity,64,402,128,0.5546875,1.0,1.0,0.875,0.5859375,0.08325191914562703,0.2797455106233595,0.372702135727311,1.2081957214779435,1.6571913935564504,2.216103085878654,6.178886139439728,3.543380784180966,0.0,0.13707176689593942,0.16020898431462866,21.956020313155022,21.99326328081952,1.0,0.0
raw_velocity,64,403,128,0.5234375,1.0,1.0,0.828125,0.609375,0.07261430798369334,0.28802429521882394,0.3798338521605106,1.2068341852883333,1.6740415477951252,2.2385835831078023,4.210645873584123,3.548561605959866,0.0,0.14139265087338676,0.17343021264258104,21.662076564098243,21.702271875255974,1.0,0.0
projected_velocity,1,401,128,0.0,1.0,1.0,0.0,0.515625,0.1298714171495732,0.29136831606145996,0.3866969166810491,1.346623368972611,1.8253259406237383,8.63120086985771,16.053906965548066,3.7122449908648187,0.0,1.2498884039240901e-15,0.11014865293762557,0.3453695298958337,0.45035468610876705,1.0,0.0
projected_velocity,1,402,128,0.0,1.0,1.0,0.0,0.46875,0.11720745144188391,0.29607076689281114,0.3909192573759057,1.343276303194454,1.8359571677741848,9.32423810295864,16.607651683631868,3.714552710350429,0.0,1.1789499939151214e-15,0.11015047656769471,0.3422804693400394,0.46617812404292636,1.0,0.0
projected_velocity,1,403,128,0.0,1.0,1.0,0.0,0.4609375,0.14915925790313023,0.3019488725115589,0.39663566395141,1.3466937438949422,1.822115846714631,8.99453866190101,18.826720298489477,3.7115175569468315,0.0,1.1674884706502397e-15,0.11124668009132042,0.4426632822287502,0.5529351565201068,1.0,0.0
projected_velocity,2,401,128,0.15625,1.0,1.0,0.15625,1.0,0.11884291314058597,0.28614582427166857,0.3795010424746791,1.223848301239289,1.6716232967760034,4.02758371925018,9.9839199552648,3.640022108894027,0.0,1.1913312629882617e-15,0.130649392806628,0.661261719869799,0.7772453136567492,1.0,0.0
projected_velocity,2,402,128,0.1171875,1.0,1.0,0.1171875,1.0,0.10506174791922215,0.2893437313334603,0.38228416638919227,1.2291611438671304,1.6603239864162793,4.162964259452886,6.996016544951747,3.641379070205262,0.0,1.1150765608819043e-15,0.1297572538627013,0.73071640690614,0.8353648445336148,1.0,0.0
projected_velocity,2,403,128,0.1328125,1.0,1.0,0.1328125,0.9921875,0.12820612185214542,0.29640026482876664,0.3886785869773254,1.2203162293521412,1.687064904691214,4.225652732221393,9.803978320910996,3.641578993325324,0.0,1.0536167481637114e-15,0.13528433676567073,0.7947195317683509,0.9037289073603461,1.0,0.0
projected_velocity,4,401,128,0.578125,1.0,1.0,0.578125,1.0,0.11456398138792635,0.2843473145523343,0.37742763451284356,1.2213996801838647,1.6776404956866668,2.941948749681189,10.036061173977672,3.631215708161042,0.0,1.1898840759852028e-15,0.144521513900539,1.4115828125795815,1.5068304692249512,1.0,0.0
projected_velocity,4,402,128,0.640625,1.0,1.0,0.640625,1.0,0.10227349280703416,0.2864375567531153,0.37912781487739045,1.2246644399531157,1.6374730020711086,2.941625998892307,5.735652100438212,3.632259326203867,0.0,1.1312669455579344e-15,0.14342352982147383,1.8994882811966818,1.9961187499575317,1.0,0.0
