method,runs,both_pass_rate,collision_rate,deadlock_rate,mean_minimum_separation_m,minimum_separation_m,mean_crossing_gap_s,mean_completion_time_s,mean_social_payoff,hocbf_intervention_rate,mean_maximum_acceleration_mps2
independent,24,1.0,0.9166666666666666,0.0,0.0924004048491877,0.013088823842498466,0.14627533974089665,2.071915343194583,-35.411028376612656,0.0,2.1104351407945674
fixed_priority,24,1.0,0.041666666666666664,0.0,0.4627727717117566,0.16024775707930813,0.7921506087744081,2.7948389975270325,12.322058843225946,0.0,2.111122366450818
hocbf_only,24,1.0,0.0,0.0,0.3667792797527363,0.3482234174053962,0.3337726063195828,2.169278252257171,14.997608050902622,0.39239778626823135,2.093564237547115
nash_game,24,1.0,0.0,0.0,0.29143646256128114,0.25398007557071073,0.47872470596411043,2.4106651789862936,14.828697173995762,0.0,2.1107706762378675
nash_game_hocbf,24,1.0,0.0,0.0,0.4033549828878524,0.36734924631753085,0.626008882885399,2.494763282501706,14.818241158940992,0.14107409227271717,2.0988951198505905
