method,runs,tracking_rmse_mean_m,tracking_rmse_p95_m,maximum_tracking_error_p95_m,crossing_time_error_mean_s,maximum_tilt_p95_degrees,motor_saturation_mean,ring_pass_rate,collision_free_rate,endpoint_feasibility_rate,minimum_barrier
quintic_skeleton,72,0.1622532787508465,0.20967824410252042,0.25847739329396985,0.08423657248861033,19.852811566112987,0.0,1.0,1.0,0.1111111111111111,0.06522545613283487
projected_velocity_cfm,72,0.16381311755579184,0.2096823287912137,0.2499971361323544,0.13033538423674093,38.73788996969076,0.0,1.0,1.0,0.1388888888888889,0.041649342531167324
boundary_only,72,0.3586890983329946,0.5721710206679823,1.273700157591118,0.22683193715174427,70.66291456664595,0.00632667366953339,0.8888888888888888,0.8888888888888888,0.027777777777777776,-0.03281734081458636
plus_safe_prior,72,0.3595821191501205,0.5767247705659853,1.2651408865433893,0.2478944475857144,69.97978234544316,0.006369738616228471,0.8055555555555556,0.8055555555555556,0.027777777777777776,-0.03458449566019616
plus_cbf,72,0.3596647742123405,0.5767247705659853,1.2651408865433893,0.24827640819306052,69.97978234544316,0.006367089084626733,0.8055555555555556,0.8055555555555556,0.027777777777777776,-0.03473953281998346
plus_kinodynamic,72,0.1671536772193788,0.21685290606291516,0.2739854448196638,0.08648908728834301,32.75912459806943,0.0,1.0,1.0,0.09722222222222222,0.05961030459402532
plus_execution_margin,72,0.16388877613666672,0.20999472411255257,0.2629118771423981,0.08497498730189422,24.217738910824227,0.0,1.0,1.0,0.09722222222222222,0.06323057353591736
