seed,method,trajectory_index,tracking_rmse_m,maximum_tracking_error_m,crossing_time_error_s,maximum_tilt_degrees,motor_saturation_fraction,ring_passed,collision_free,endpoint_feasible,minimum_barrier,mass_scale,motor_tau_scale,wind_x,wind_y,wind_z
901,quintic_skeleton,0,0.14589343762929366,0.16643074527312612,0.04830473024793225,8.586775101325513,0.0,1,1,0,0.10972498733861442,1.0057863468815393,0.8042978165738838,0.26739870569914914,-0.9704842421013019,-0.6531908358385637
901,quintic_skeleton,1,0.09478145921030931,0.12378915403702333,0.017079566026078297,11.731197437042164,0.0,1,1,1,0.47998317978786786,0.9654488179537104,0.7663190119600178,1.069895943488131,-0.46166984618696233,-0.2866768620404307
901,quintic_skeleton,2,0.12809698840396044,0.14702276218729599,0.00343303540497919,9.167193303320662,0.0,1,1,1,0.2518817936696801,0.9930450313930255,1.0624406913012494,0.635670078429358,-0.7043915683143809,0.7346809306612095
901,quintic_skeleton,3,0.15035758704232868,0.1747343768380294,0.07509730043052176,12.760716769052069,0.0,1,1,0,0.17128083012738238,0.9035012483051229,0.8998727197986577,1.1018555331769473,-0.254784116346023,0.40124735272039036
901,quintic_skeleton,4,0.13587409049330307,0.15946134687141195,0.01577562126150811,8.4539326549044,0.0,1,1,0,0.2012564253911031,1.0240207922061069,0.7082615661347339,0.6581919900077983,0.7262666366939071,-0.6923294567724924
901,quintic_skeleton,5,0.17072930633024244,0.2042864615645417,0.10515802464996282,14.550771715220035,0.0,1,1,0,0.14074393165839705,1.0519366099663892,1.3546876612816283,-0.12335888757148056,-1.0946766793999896,0.4758839695082605
901,quintic_skeleton,6,0.17768442004906598,0.21051847311389324,0.10930207545957904,11.790655155444828,0.0,1,1,0,0.15921158219523082,0.9668672507348255,1.0618294627365232,-0.2979623728644595,-1.1613866333970433,-0.0489848152355629
901,quintic_skeleton,7,0.17519143670062326,0.2042829046173496,0.10709320067517814,11.501815374936978,0.0,1,1,0,0.31365662258748583,1.0042674829764802,0.7891437801116657,-0.4937981007351522,-1.0934152768211283,0.024626573544275523
901,quintic_skeleton,8,0.15237114286736095,0.17275468905300936,0.07389806903294005,10.228548368474199,0.0,1,1,0,0.17047748802036833,1.0613543848406004,1.001821255782303,-0.10641320996787622,1.027831125151983,0.6101142572609995
901,quintic_skeleton,9,0.137599455880843,0.1586120642786696,0.030864393359583797,10.29089388794203,0.0,1,1,0,0.27274790944861105,1.004554495708097,1.0773439883504592,0.11211766307893706,1.046498684633983,-0.5764287750321468
901,quintic_skeleton,10,0.1441571832642814,0.16842606012421144,0.04258149995241878,8.761715141900298,0.0,1,1,0,0.21175784799196715,1.0213087728988806,0.8544801430767028,0.7535968962457966,0.8789415213109826,-0.31552102954357486
901,quintic_skeleton,11,0.18313052389984713,0.21314674507904108,0.14379955625654484,11.520713941326827,0.0,1,1,0,0.27217301928361115,0.9295490558096369,0.8139821448692917,-0.850809655821751,-0.8417615418317407,-0.08695076913704737
901,quintic_skeleton,12,0.1444309858122128,0.1604042372821287,0.014564239182668803,10.020202508218784,0.0,1,1,0,0.10111021702408723,0.9635752086290912,1.0735013613635958,0.251354877836463,-1.1689639717762426,0.10170525098011744
901,quintic_skeleton,13,0.17036141543273534,0.20020646540604867,0.13885142534749084,11.695988318685405,0.0,1,1,0,0.27002284393286596,0.9849959659834565,1.1114535976581847,-0.6128146412652999,-0.9567626532032428,-0.386087348777933
901,quintic_skeleton,14,0.20086209428152535,0.24871249689047148,0.1460285411592659,15.874615849964979,0.0,1,1,0,0.3440843840559022,0.9918244789500447,0.7379250583394104,-1.132252929282826,0.3949844236716197,0.044616243535937274
901,quintic_skeleton,15,0.14123217290940704,0.18104909901916325,0.07528247643804953,11.213937005372221,0.0,1,1,0,0.40625650989424517,1.0712017915145926,1.227536373214333,1.121190558343156,-0.4215064104829275,-0.07255396477077859
901,quintic_skeleton,16,0.21089133912385324,0.26186938179020564,0.15772306590484764,17.593849903017688,0.0,1,1,0,0.25804892550167197,1.0211622066990258,0.7950227652999596,-1.116185065319973,0.43564518732273305,0.06591032331272918
901,quintic_skeleton,17,0.1448842697941635,0.16409830705190925,0.04057840380516842,11.7099209369837,0.0,1,1,0,0.3260101718963583,1.0404599163744035,1.0360994713506944,0.25978893977898754,1.0915954226836262,0.4253576612036809
901,quintic_skeleton,18,0.10276416690287771,0.132601071250422,0.02287566651965367,9.242907984140258,0.0,1,1,1,0.4471252506002795,1.007297600271913,0.9680385979804478,0.8677630908264822,-0.11456353885728235,0.8208912313843816
901,quintic_skeleton,19,0.1296067675167764,0.15853661963591603,0.09166166665514597,8.717143775479464,0.0,1,1,1,0.2416635972681948,0.9696683498122528,1.1671761711622144,-0.14411800601530952,-0.7960654092697538,-0.8862899438142975
901,quintic_skeleton,20,0.16721990637031622,0.1900861217692446,0.041356989986194304,22.132720207340757,0.0,1,1,0,0.06522545613283487,0.9217562561293676,1.2995382432727753,0.16623668883811382,1.1591679817268588,0.26209722131953467
901,quintic_skeleton,21,0.1528293631945993,0.17152489227358753,0.03386952454830494,9.958668944993049,0.0,1,1,0,0.2338729490509583,0.9599651054511683,0.7727281380169386,0.48443438750446005,-0.9169524470947944,0.6037561875211276
901,quintic_skeleton,22,0.2230568996715755,0.26470390553787804,0.2069207416787373,13.764133646445243,0.0,1,1,0,0.21651203895993804,1.081682559361842,1.1440349558437561,-1.0408851024512598,-0.5623983582124426,-0.20066462113431788
901,quintic_skeleton,23,0.20361569343157263,0.2336000288900774,0.1085691580879824,11.614926039103693,0.0,1,1,0,0.20780316555176065,1.0925262763778516,1.1904435692560569,-0.025340146120768996,-1.199729793928965,-0.002509691961469195
