candidates,ode_steps,queries,median_ms,p95_ms,p99_ms,maximum_ms
1,16,64,64.39394992776215,75.44541999232024,80.16136487247421,83.22599995881319
4,8,64,85.32315003685653,96.19227517396212,101.83950598351655,108.54509985074401
8,16,64,250.0383498845622,264.0867450158112,273.6206659139134,278.02550001069903
