method,num_trajectories,success_rate,ring_pass_rate,collision_free_rate,dynamic_feasibility_rate,endpoint_feasibility_rate,minimum_barrier,mean_minimum_barrier,mean_crossing_clearance,mean_maximum_speed,maximum_speed,mean_maximum_acceleration,maximum_acceleration,mean_path_length,mean_start_position_error,mean_goal_position_error,trajectory_rmse_to_expert,batch_end_to_end_ms_per_trajectory,cbf_intervention_rate,mean_residual_scale
quintic_skeleton,128,1.0,1.0,1.0,1.0,1.0,0.14250679415013434,0.31372484043829574,0.4032693867945245,1.3968326041178907,1.8740275635900985,0.8995345572435915,1.3751067254137903,3.615213330300668,0.0,3.1006647487684202e-15,0.15816278203459058,0.0,0.0,0.0
projected_velocity_cfm,128,0.65625,1.0,1.0,0.65625,1.0,0.08995824778873218,0.29097067197754534,0.3835082876623215,1.2307967082647895,1.6212290247773986,2.9802438751333877,9.716818108572749,3.630772514153265,0.0,1.02642803234709e-15,0.15672572830560402,3.3941765632334864,0.0,1.0
boundary_only,128,0.0,1.0,1.0,0.0,1.0,0.0201010397404362,0.2639263576366392,0.3660191063429389,4.274106114190678,11.291490574580614,33.54397143789161,119.37628532087788,5.145910594716455,0.0,3.1006647487684202e-15,0.2559395594697096,3.0426890625676606,0.0,1.0
plus_safe_prior,128,0.0078125,1.0,1.0,0.0078125,1.0,0.027035356945975614,0.26786252483927486,0.3702684314073575,4.144993269414149,11.291490574580614,32.218873740442135,119.37628532087788,5.072254558640521,0.0,3.1006647487684202e-15,0.25556455535194605,3.8201343741093297,0.0,1.0
plus_cbf,128,0.0078125,1.0,1.0,0.0078125,1.0,0.004311741943501049,0.2676831273276428,0.3705453779842328,4.177815846873475,11.291490574580614,33.114152071553264,119.37628532087788,5.088470377094968,0.0,3.1006647487684202e-15,0.25500438979698964,10.85814453108469,0.00028035522830474266,1.0
plus_kinodynamic,128,1.0,1.0,1.0,1.0,1.0,0.1581591725682867,0.32214773643903916,0.41089375808761985,1.5777672572032264,1.999999870852142,2.9800892167721083,2.999998231559694,3.6193109896784383,0.0,3.1006647487684202e-15,0.15858250295333626,12.440478125427035,0.00028035522830474266,0.10751585220086529
plus_execution_margin,128,1.0,1.0,1.0,1.0,1.0,0.15165829755114246,0.31928724415752224,0.4082713037274384,1.4946970555615184,1.931301257201663,1.9925399456983943,1.999999277567546,3.6169226755509727,0.0,3.1006647487684202e-15,0.15801154771508716,13.286335157317808,0.00028035522830474266,0.06881397661838634
