method,query_index,latency_ms,success,collision_free,dynamic_feasible
boundary_only,113,19.5237,0,1,0
boundary_only,114,19.6507,0,1,0
boundary_only,115,19.7441,0,1,0
boundary_only,116,19.6478,0,1,0
boundary_only,117,22.11,0,1,0
boundary_only,118,23.7593,0,1,0
boundary_only,119,22.6751,0,1,0
boundary_only,120,20.0695,0,1,0
boundary_only,121,19.1547,0,1,0
boundary_only,122,19.9853,0,1,0
boundary_only,123,20.7428,0,1,0
boundary_only,124,19.4494,0,1,0
boundary_only,125,19.5889,0,1,0
boundary_only,126,20.1957,0,1,0
boundary_only,127,23.783,0,1,0
plus_safe_prior,0,22.6525,0,1,0
plus_safe_prior,1,23.7241,0,1,0
plus_safe_prior,2,21.3869,0,1,0
plus_safe_prior,3,21.6824,0,1,0
plus_safe_prior,4,24.8023,0,1,0
plus_safe_prior,5,25.5243,0,1,0
plus_safe_prior,6,22.9194,0,1,0
plus_safe_prior,7,24.3156,0,1,0
plus_safe_prior,8,23.1945,0,1,0
plus_safe_prior,9,23.4159,0,1,0
plus_safe_prior,10,24.3823,0,1,0
plus_safe_prior,11,26.06,0,1,0
plus_safe_prior,12,25.9668,0,1,0
plus_safe_prior,13,24.0719,0,1,0
plus_safe_prior,14,22.3775,0,1,0
plus_safe_prior,15,26.3154,0,1,0
plus_safe_prior,16,24.3823,0,1,0
plus_safe_prior,17,28.4951,0,1,0
plus_safe_prior,18,24.5118,0,1,0
plus_safe_prior,19,21.5287,0,1,0
plus_safe_prior,20,25.4043,0,1,0
plus_safe_prior,21,21.4847,0,1,0
plus_safe_prior,22,20.938,0,1,0
plus_safe_prior,23,21.471,0,1,0
plus_safe_prior,24,22.1835,0,1,0
plus_safe_prior,25,21.048,0,1,0
plus_safe_prior,26,35.6033,0,1,0
plus_safe_prior,27,24.597,0,1,0
plus_safe_prior,28,23.3218,0,1,0
plus_safe_prior,29,23.0799,0,1,0
plus_safe_prior,30,28.5418,0,1,0
plus_safe_prior,31,25.2401,0,1,0
plus_safe_prior,32,25.4909,0,1,0
plus_safe_prior,33,23.6425,0,1,0
plus_safe_prior,34,23.2176,0,1,0
plus_safe_prior,35,22.4078,0,1,0
plus_safe_prior,36,22.0046,0,1,0
plus_safe_prior,37,24.1361,0,1,0
plus_safe_prior,38,23.6637,0,1,0
plus_safe_prior,39,21.5041,0,1,0
plus_safe_prior,40,26.2797,0,1,0
plus_safe_prior,41,23.8134,0,1,0
plus_safe_prior,42,23.293,0,1,0
