method,queries,median_ms,p95_ms,p99_ms,mean_ms,success_rate,collision_free_rate,dynamic_feasibility_rate
quintic_skeleton,128,0.2264,0.33292,0.3680960000000001,0.244303125,1.0,1.0,1.0
projected_velocity_cfm,128,21.73135,29.412065,31.854849,22.85676875,0.6796875,1.0,0.6796875
boundary_only,128,20.38655,25.141959999999994,27.370793000000006,21.098462500000004,0.0,1.0,0.0
plus_safe_prior,128,22.932949999999998,27.799984999999996,30.548381000000006,23.4467640625,0.015625,1.0,0.015625
plus_cbf,128,34.75625,566.8258149999999,730.9096650000002,139.99511640625,0.015625,1.0,0.015625
plus_kinodynamic,128,70.29204999999999,588.512025,719.093757,172.27547265625,1.0,1.0,1.0
plus_execution_margin,128,71.0557,590.10813,741.0426310000001,173.53375,1.0,1.0,1.0
