method,ode_steps,query_index,latency_ms,success,maximum_speed,maximum_acceleration
quintic_skeleton,0,0,0.1783,1,1.5356695018452138,1.097588819982048
quintic_skeleton,0,1,0.1953,1,1.795929688900892,1.2296747327816235
quintic_skeleton,0,2,0.1887,1,1.1987298449231512,0.6326301407279208
quintic_skeleton,0,3,0.191,1,1.1978177180145946,0.7255862237280561
quintic_skeleton,0,4,0.2849,1,1.2867960229389204,0.7250862053029874
quintic_skeleton,0,5,0.1928,1,1.3244457589255683,0.8105515153103439
quintic_skeleton,0,6,0.1904,1,1.3067726929544208,0.6731223553414297
quintic_skeleton,0,7,0.2513,1,1.2815173836195188,0.8032299991522596
quintic_skeleton,0,8,0.1932,1,1.1757002105099408,0.6799152929145684
quintic_skeleton,0,9,0.1936,1,1.7994802958856417,1.28231794806035
quintic_skeleton,0,10,0.2965,1,0.9970438272478653,0.5400992556990377
quintic_skeleton,0,11,0.2925,1,1.0971836924563736,0.5772395684946311
quintic_skeleton,0,12,0.2959,1,1.2515679203192052,0.664018475924988
quintic_skeleton,0,13,0.2923,1,1.1931499039155753,0.7017872787410018
quintic_skeleton,0,14,0.2136,1,1.6938971594860983,1.2472193479194214
quintic_skeleton,0,15,0.187,1,1.330604508361187,0.7865520854887152
quintic_skeleton,0,16,0.186,1,1.7193902360968238,1.242269416417385
quintic_skeleton,0,17,0.1866,1,1.6398312167880942,1.1908903238816233
quintic_skeleton,0,18,0.19,1,1.252192332526791,0.6481761548638267
quintic_skeleton,0,19,0.2301,1,1.2409936296658517,0.7658729955229333
quintic_skeleton,0,20,0.2105,1,1.1232232188152134,0.5782317033061747
quintic_skeleton,0,21,0.2588,1,1.301339365205175,0.8305748547240851
quintic_skeleton,0,22,0.259,1,1.1673639891239258,0.7133915552489607
quintic_skeleton,0,23,0.2561,1,1.3320109572328083,0.8663230196443805
quintic_skeleton,0,24,0.2425,1,1.054917055086804,0.5430629272678458
quintic_skeleton,0,25,0.2894,1,1.1729808835226179,0.762595257373895
quintic_skeleton,0,26,0.2568,1,1.508754353501078,1.1468325562391415
quintic_skeleton,0,27,0.2592,1,1.1007556596072035,0.6012421893639552
quintic_skeleton,0,28,0.2393,1,1.507310733198385,0.9342676636810813
quintic_skeleton,0,29,0.2454,1,1.683763378563063,1.1908819772369188
quintic_skeleton,0,30,0.2448,1,1.6475232150907466,1.209496276027556
