index,successful,passed_ring,collision_free,dynamically_feasible,endpoint_feasible,minimum_barrier,crossing_clearance,maximum_speed,maximum_acceleration,path_length,start_position_error,goal_position_error,start_velocity_error,goal_velocity_error
0,False,True,True,False,True,0.32079176309828583,0.4131325697000324,5.596809026568491,63.108871395674726,7.086008065124547,0.0,2.6668472207145996e-15,0.0021235786117746775,0.0010921090439193772
1,False,True,True,False,True,0.3216069032768881,0.4151032415513609,5.5270214164123015,40.33073746646408,5.788377368130322,0.0,9.326534230477077e-15,0.0010649803097030513,0.0013967190854349712
2,False,True,True,False,True,0.47296318161500134,0.5449437438693886,2.153492879924056,15.059580403163668,4.868015131758568,0.0,9.930136612989092e-16,0.0033424802887177573,0.00227878965741808
3,False,True,True,False,True,0.21253154256329065,0.3240729086441233,2.997861481433072,23.75361235025215,4.077001348403675,0.0,3.6771686055379495e-15,0.0016237058330662855,0.0026079249133411767
4,False,True,True,False,True,0.2911917135711962,0.38653380186528813,3.5306806816472873,14.56641833801041,4.952323130604427,0.0,8.473409486550036e-16,0.0019143197177191843,0.0021589752386859534
5,False,True,True,False,True,0.23921487703028593,0.35470272789452967,3.145961269562446,16.642995480517094,5.573932800101603,0.0,6.237042840057389e-15,0.001301650016804983,0.0023876772495812285
6,False,True,True,False,True,0.11559548273727877,0.20425256782613765,2.0468061854189328,17.858682245289298,5.006780583633613,0.0,6.243524040666089e-15,0.002394163249478386,0.001268045254430481
7,False,True,True,False,True,0.29396592063167154,0.400497100625094,2.7628774094797297,35.7220711775799,4.888472477456672,0.0,1.851943855780944e-15,0.0010796429489130913,0.002268875125058222
8,False,True,True,False,True,0.25439057913506224,0.364845791632753,4.989751421776024,23.82721182025849,5.421950476778527,0.0,1.4093301783636638e-15,0.002822758739020142,0.003406780770158269
9,False,True,True,False,True,0.15401609019006013,0.25591964407781614,4.464477796482072,44.44223624387115,5.945781901099029,0.0,8.08254562088053e-16,0.0023486482257400344,0.0032662276182125055
10,False,True,True,False,True,0.24354988375715447,0.3450489039467109,3.4471248485805184,47.46322086271759,5.813415552732245,0.0,4.684364995852737e-15,0.00245479904923299,0.0017011668869296559
11,False,True,True,False,True,0.24502891833619883,0.36198357621608257,2.2020509838819518,20.646011919214395,4.744072397492337,0.0,8.21733804794302e-15,0.0007700559458555182,0.0016688103691004938
12,False,True,True,False,True,0.07611464250756315,0.14716340110385823,2.9881097512186203,19.726517411909327,5.179549587784926,0.0,2.638970003411226e-15,0.0005052535822302419,0.002315227663543038
13,False,True,True,False,True,0.27694233032180676,0.3821004194668933,4.151459955096872,24.958040306963767,5.382225598855849,0.0,5.23691153334427e-16,0.0013763186787344077,0.002703745656628305
14,False,True,True,False,True,0.34577572182589505,0.42994915056624505,4.757647795939217,43.296829638340334,5.0509999209935605,0.0,4.521007555157684e-15,0.00617927691328806,0.0047974050704703295
15,False,True,True,False,True,0.3210113935603344,0.41788527432884004,3.0116306106161734,20.951668881063895,4.803059670640491,0.0,4.491946442396235e-15,0.0011256660490967926,0.002820927763853654
16,False,True,True,False,True,0.3518267352325903,0.434329415423629,3.8608206488745807,48.33059260142617,5.366037448899512,0.0,5.80217678357777e-15,0.002126857380122273,0.0009106332219842275
17,False,True,True,False,True,0.1690051655891758,0.28324008247968757,4.413708035055296,30.505659090794506,5.053088330827795,0.0,1.79383492860469e-15,0.0025932454759754553,0.0033441595938382015
18,False,True,True,False,True,0.368533562101274,0.44452240489221945,5.565423143711458,27.32400945310711,6.178035708060295,0.0,3.636721891222372e-15,0.00265759812720686,0.0034770293821687562
19,False,True,True,False,True,0.16408236825601163,0.2653074336562444,4.484130787624112,31.647535989899595,4.854259299421361,0.0,1.3517848686956847e-15,0.002248382298803528,0.0016214973859412943
20,False,True,True,False,True,0.1879943042629367,0.2990045920114308,2.6216237154469897,14.589867030287826,4.351162008835043,0.0,3.783829172488461e-15,0.0011214339943798005,0.0020318313134134033
21,False,True,True,False,True,0.22118527554314388,0.3364207849040992,3.011914684396987,29.158238729528932,3.9844388029571327,0.0,4.083472738583337e-15,0.0019608883528925256,0.0022982016394756115
22,False,True,True,False,True,0.27732411353839237,0.41531602546482976,3.2749739529418616,41.07588339921592,4.794152038725701,0.0,6.661338147750939e-16,0.002426558550359467,0.0017803523659605759
23,False,True,True,False,True,0.2743979551621609,0.3820730153465367,3.5163348528060303,27.998293889948634,4.509301158748799,0.0,1.631687946612622e-15,0.0030510078934558355,0.002352115668706909
24,False,True,True,False,True,0.17663415580653896,0.27078217926315784,3.127638984490547,22.031558432443063,4.832621071421527,0.0,2.524537060921515e-15,0.002649346845445543,0.0030271448297539334
25,False,True,True,False,True,0.38954699651561814,0.4934799090887977,2.14455314637154,17.130689592991665,4.235153861270536,0.0,1.1322097734007351e-15,0.003159359168264603,0.0020560998484701856
26,False,True,True,False,True,0.36012885078647194,0.568013088089286,4.4066338697002125,81.02506177061413,5.392495847365686,0.0,4.4519804855454974e-15,0.0007791067718379269,0.002375649597164152
27,False,True,True,False,True,0.22045407899624875,0.3254184511291251,3.5191840564929606,23.23506565595921,4.365949538629761,0.0,5.080578321377393e-15,0.002413484774098711,0.003378778374330463
28,False,True,True,False,True,0.22864621273721508,0.3234725913249079,4.212160457389492,24.513300533613386,4.972857987373325,0.0,5.790480978278404e-15,0.0065048732065322145,0.0016873623498329146
29,False,True,True,False,True,0.23232654912719453,0.38146301971590435,3.8464079614033446,37.79394953984875,6.0690045827400265,0.0,8.95090418262362e-16,0.0020262413213596813,0.0047491914960994955
30,False,True,True,False,True,0.3200976869318482,0.41509768304459205,5.767244277098979,61.25874067339732,6.03283759432605,0.0,4.2719248332614296e-15,0.0024241041765974084,0.006138733604526855
31,False,True,True,False,True,0.4616493990090015,0.5223097228071462,3.499263697494524,30.942698588371435,4.577281145037852,0.0,4.238000104102411e-15,0.0019399307523203459,0.0032155559182961016
32,False,True,True,False,True,0.26341627264940587,0.36261852937628597,4.304259355437274,38.68084696130741,4.450776917422912,0.0,8.90528098136692e-15,0.004103659268252291,0.005477552241622076
