method,samples,both_pass_rate,collision_rate,margin_violation_rate,mean_minimum_separation_m,worst_minimum_separation_m,mean_start_error_m,mean_goal_error_m,mean_expert_rmse_m,mean_maximum_speed_mps,mean_maximum_acceleration_mps2,mean_hocbf_intervention_rate,mean_hocbf_correction,batch_sampling_ms_per_trajectory
nash_reference,256,1.0,0.0,0.99609375,0.30424261358473453,0.27648442625764486,0.0,0.0,0.01853203585415031,1.332404667045921,2.0030841208063066,0.0,0.0,0.0
teacher_expert,256,1.0,0.0,0.00390625,0.40827052571219913,0.3524720153461135,0.0,0.025668541846243897,0.0,1.3415523832663894,1.9985428424552083,0.0,0.0,0.0
game_cfm_raw,256,1.0,0.0,0.25390625,0.3808298570039101,0.3058989497943786,0.003732996976623326,0.025793231125135208,0.02167181417462416,1.3499092562124133,2.059503559023142,0.0,0.0,138.2900910157332
game_cfm_anchored,256,1.0,0.0,0.28125,0.3776031830621158,0.2998844511853671,0.0,0.0,0.017849613818232475,1.3504280302743603,2.059503597924259,0.0,0.0,138.2900910157332
nash_reference_hocbf,256,1.0,0.0,0.0078125,0.4075279504347585,0.35209011566810183,0.0,0.025666353691246476,0.0015833121073001515,1.329089856771515,1.9387520213849083,0.12042734800362977,0.6370558125946385,0.0
game_cfm_hocbf,256,1.0,0.0,0.00390625,0.42621086517550033,0.3587274518360234,0.0,0.02575851253115126,0.009798598314583268,1.3388969297160953,1.954941216878182,0.08813520871143377,0.4043431637159471,138.2900910157332
