method,ode_steps,queries,median_ms,p95_ms,p99_ms,mean_ms,std_ms,success_rate
boundary_trajectory,1,16,3.2965,3.809625,3.908565,3.3865125000000003,0.2312352449346769,0.0
boundary_trajectory,8,16,19.74175,20.5423,20.6011,19.82845625,0.380373940517749,0.0
projected_velocity,1,16,2.9013,3.371225,3.500405,2.96256875,0.19381334566621913,0.0
projected_velocity,8,16,20.15775,20.89125,20.95665,20.21644375,0.4335795582031822,0.8125
proposed_safe,1,16,46.42315,117.9042,119.07132,60.80860625,28.62869608767792,1.0
proposed_safe,8,16,91.8185,764.1235750000001,1031.270155,234.96954375,283.72353481033133,1.0
quintic_skeleton,0,16,0.19569999999999999,0.215525,0.228305,0.19861875,0.011585405689918676,1.0
