method,ode_steps,query_index,latency_ms,success,maximum_speed,maximum_acceleration
projected_velocity,8,12,20.864,0,1.1635116570687296,4.0234144278197395
projected_velocity,8,13,20.973,1,1.19517077283074,1.3210095200235583
projected_velocity,8,14,19.8759,1,1.5455797077981996,2.5877435346611657
projected_velocity,8,15,20.7449,1,1.1389615922532983,2.3657703041134117
proposed_safe,1,0,65.9694,1,1.588425322652996,1.9942112062026534
proposed_safe,1,1,43.3965,1,1.8598168460102367,1.9974450656174068
proposed_safe,1,2,43.9881,1,1.2563415283480723,1.9949440580637083
proposed_safe,1,3,44.8574,1,1.263432545438257,1.994563698349814
proposed_safe,1,4,47.1414,1,1.4136192305880664,1.9970792523218055
proposed_safe,1,5,115.3608,1,1.437715416726359,1.9956397436128588
proposed_safe,1,6,45.1763,1,1.372493409194029,1.9972339640981251
proposed_safe,1,7,45.0147,1,1.345176176157763,1.9974689679853144
proposed_safe,1,8,45.7049,1,1.2335736619300972,1.9988979760150787
proposed_safe,1,9,43.4625,1,1.828107494740556,1.9887864812408445
proposed_safe,1,10,42.9638,1,1.0664101618757007,1.9941646572559095
proposed_safe,1,11,117.4179,1,1.2167360911877008,1.999612816202199
proposed_safe,1,12,51.1575,1,1.381116137192301,1.9953145480509178
proposed_safe,1,13,49.6914,1,1.3132555075254453,1.9975149015963913
proposed_safe,1,14,119.3631,1,1.759245508537559,1.9907500660622204
proposed_safe,1,15,52.272,1,1.3780538741369193,1.9990480291258792
proposed_safe,8,0,90.8351,1,1.7329872158269144,1.9986792972627974
proposed_safe,8,1,87.8867,1,1.9498944233978959,1.583003029935491
proposed_safe,8,2,102.9838,1,1.243058247407261,1.9998663973361201
proposed_safe,8,3,92.8019,1,1.2647569201062807,1.9984887952752532
proposed_safe,8,4,81.9274,1,1.4162195208743473,1.9999674257055167
proposed_safe,8,5,1098.0568,1,1.378657177020229,1.9982011472877426
proposed_safe,8,6,165.7085,1,1.7237932418603394,1.9996309911743217
proposed_safe,8,7,73.9995,1,1.3039887673429165,1.999958803847738
proposed_safe,8,8,73.6305,1,1.2921820577512093,1.9999667667645409
proposed_safe,8,9,357.8956,1,1.8438655532756176,1.999216059725359
proposed_safe,8,10,72.8801,1,1.1061311143811317,1.9999766119582554
proposed_safe,8,11,406.2148,1,1.11457322979086,1.9999062145766484
proposed_safe,8,12,652.8125,1,1.3885006758957743,1.9997902332872328
proposed_safe,8,13,67.8893,1,1.190347111364132,1.999662919555388
proposed_safe,8,14,266.7626,1,1.8702952102960633,1.9993072884683567
proposed_safe,8,15,67.2276,1,1.588883118259928,1.999871150567282
