scenario,method,runs,both_pass_rate,collision_rate,margin_violation_rate,mean_minimum_separation_m,worst_minimum_separation_m,tracking_rmse_mean_m,tracking_rmse_p95_m,maximum_tracking_error_p95_m,maximum_tilt_p95_degrees,motor_saturation_mean
severe,nash_reference,24,1.0,0.3333333333333333,0.7083333333333334,0.30294479893513676,0.11825098413975127,0.1661538831408276,0.2013089176039358,0.26990981309028467,27.60930320314471,0.0
severe,nash_reference_hocbf,24,1.0,0.0,0.16666666666666666,0.497485760958009,0.3264798210968933,0.16652030382937624,0.20219289550658115,0.27152865562494816,27.143675656765264,0.0
severe,phase1_cfm_hocbf,24,1.0,0.0,0.16666666666666666,0.4956663178298853,0.32587178495336044,0.1674228340318578,0.2036333360429754,0.274103205168633,34.43251230703554,0.0
severe,phase2_guided_cfm_hocbf,24,1.0,0.0,0.16666666666666666,0.49507038586843216,0.3257422345851001,0.1673728509932193,0.20380833146852156,0.27440628568084247,33.75353770759942,0.0
severe,teacher_expert,24,1.0,0.3333333333333333,0.5,0.35234386378640964,0.17122874117030937,0.1661325426532956,0.2012401830734303,0.27063010735115983,25.040264231960617,0.0
